305
Term TF-IDF
annoi 0.022945933253281
racket 0.021702493036962
lindsai 0.019982071630618
davenport 0.058657985769255
flip 0.016565899977689
asid 0.011582864719511
slump 0.017071312042697
changeov 0.015741918245621
chair 0.013292034960932
shook 0.0099910358153088
head 0.00450653159365
mutter 0.022945933253281
bodi 0.0032772887878817
languag 0.011289054363151
wa -0.050984114046329
bad 0.021382557534211
wednesdai 0.003767819220668
serv 0.0099299825445318
australian 0.011949901047061
open 0.009102437243654
defend 0.0062855910730037
champion 0.014777557468114
withstood 0.019343925749451
upset 0.010614129595269
bid 0.0098071359246496
qualifi 0.01296389247386
greta 0.019343925749451
arn 0.053007262916228
win 0.021556227457572
seed 0.029859751847382
felt 0.0078470146106968
fine 0.0095218527214049
physic 0.011481974035358
littl 0.032393144434909
tire 0.034445922106073
plai 0.02933568871968
flair 0.020673319546527
titl 0.016030378692787
sooooo 0.022945933253281
frustrat 0.020930145262166
fed 0.013292034960932
wai 0.0051141608036647
whatev 0.011905619056604
reason 0.0073603916430959
hopefulli 0.014293286270936
know 0.0026565426857968
tournament 0.0070892712632758
consecut 0.011686958812346
mild 0.016565899977689
sunni 0.018400705839773
dai 0.00083812789002852
monica 0.011106858129857
sele 0.016458185393564
beat 0.033843835731543
miroslava 0.020673319546527
vavrinec 0.022945933253281
oppon 0.024361190805261
fourth 0.016607223105548
belgian 0.032256184266038
justin 0.016565899977689
henin 0.094451509473726
improv 0.0085379032379612
thi -0.0030218311670144
sarah 0.022945933253281
pitkowski 0.041346639093053
streak 0.013656709174408
ha -0.0087507382244078
boost 0.014293286270936
rank 0.019496117714855
th 0.013035241627242
career 0.0095218527214049
nd 0.014798698335943
sandrin 0.015396473931989
testud 0.015741918245621
lead 0.0048427827029126
jing 0.022945933253281
qian 0.022945933253281
yi 0.022945933253281
retir 0.0065395519223119
becaus 0.0043738215892256
injuri 0.0086198747206019
jennif 0.0098071359246496
capriati 0.006606239411614
semifinalist 0.014067080134913
miriam 0.022945933253281
oreman 0.022945933253281
juan 0.01296389247386
carlo 0.011686958812346
ferrero 0.013123860225235
becam 0.0071950445820241
man 0.0040334053982191
elimin 0.010851246518481
lost 0.010583702160403
andr 0.0096330053498498
ili 0.017071312042697
marat 0.012139910741791
safin 0.0086198747206019
ralli 0.0056574101104487
andrei 0.020673319546527
pavel 0.014536263228817
eighth 0.012526084629189
tim 0.013855478426265
henman 0.013469304538867
nicola 0.015396473931989
lapentti 0.022945933253281
dominik 0.013855478426265
hrbati 0.01296389247386
swept 0.010934255724987
francisco 0.011019421254178
clavet 0.022945933253281
edg 0.0099910358153088
jelena 0.016128092133019
dokic 0.011905619056604
tens 0.013469304538867
setter 0.018400705839773
squeak 0.020673319546527
thank 0.0068388680541461
onli 0.0045872812812764
point 0.010833007619153
face 0.0050456528790375
break 0.0062855910730037
final 0.0084247661425655
set 0.0058897750179052
close 0.0034699619328858
ninth 0.011106858129857
sheepishli 0.022945933253281
admit 0.010691278767106
vibe 0.022945933253281
crabbi 0.022945933253281
allow 0.011912957980056
girl 0.011106858129857
happen 0.0055417768683587
bit 0.019982071630618
awai 0.010891616803602
game 0.0061460513535978
right 0.0078254076939942
german 0.012139910741791
fare 0.022945933253281
swap 0.017071312042697
groundstrok 0.028586572541871
tell 0.0069868039075247
sort 0.0082290926967818
threw 0.013855478426265
noth 0.0076870468593216
lose 0.02354104383209
lot 0.0058477832283332
fun 0.020673319546527
especi 0.0084186650603518
big 0.0080849513085159
arena 0.012392242024205
slam 0.0073043443206063
shot 0.0075946833282832
corner 0.010770287132939
pull 0.0061460513535978
favor 0.010054701670578
draw 0.0094143451055918
rival 0.0099910358153088
martina 0.010614129595269
hingi 0.0060309978460199
venu 0.0080498847868216
william 0.0084464434418081
serena 0.0092093603286039
thei -0.0024304420201905
match 0.014142570602312
thursdai 0.0030876250131868
danger 0.0071417313988379
floater 0.022945933253281
teen 0.013469304538867
ager 0.015396473931989
australia 0.022963948070716
earlier 0.0051882270165449
month 0.0034527509299804
gold 0.013855478426265
coast 0.0045422345438116
canberra 0.022945933253281
player 0.015628781150225
event 0.0076870468593216
arriv 0.0046517371025062
confid 0.026909800969272
reach 0.0053833553035364
afraid 0.011106858129857
nervou 0.014798698335943
court 0.0032368605503162
net 0.0076251829763564
young 0.014777557468114
power 0.0017813477997065
characterist 0.017669087638743
gener 0.003683865283274
luck 0.018400705839773
run 0.0034786014333383
veri 0.0022280050114891
solid 0.014067080134913
bang 0.016565899977689
hard 0.0073043443206063
backhand 0.013123860225235
gui 0.01053875412568
heavi 0.0086616420182328
earli 0.0053069255367546
season 0.012263649522063
schedul 0.0081562299532254
toll 0.007782087963824
alreadi 0.0054300832468387
halfwai 0.018400705839773
total 0.0085379032379612
difficult 0.0078470146106968
sometim 0.0098071359246496
concentr 0.012811367832434
mental 0.013855478426265
