285
Term TF-IDF
intern 0.0045900006593914
relief 0.0078769103548921
effort 0.0050994112202493
miracul 0.017728419274369
recoveri 0.0099636019610208
continu 0.0047105888822132
earthquak 0.01991269917564
ravag 0.015556351876453
western 0.0062772754014357
india 0.0054448149845063
question 0.0040729094564374
structur 0.013261873043447
destruct 0.024575453198485
wa -0.016368583983295
possibl 0.0089468388792858
devast 0.0095503281517002
area 0.013489283587836
epicent 0.022093768705548
fridai 0.0030127196141205
killer 0.013710411189096
quak 0.0050315411751856
includ 0.00354227447495
level 0.014187901051439
build 0.037447516990242
accord 0.0061640793936525
carefulli 0.014414518892472
construct 0.087784101932427
huge 0.0090094485733589
boom 0.017728419274369
region 0.010651724343218
dure 0.0033125273543201
earli 0.0056793413638952
appar 0.0053848345165789
close 0.0037134680334392
qualiti 0.017259888072178
control 0.0044964278626119
difficult 0.0083976823026755
vikram 0.044248157625899
prakash 0.062104182669289
professor 0.031679216796698
architectur 0.037818047226782
univers 0.017380498703169
washington 0.0088783744937043
seattl 0.03167440696465
visit 0.0046018746874062
teach 0.016142506559482
tour 0.010559738932233
becam 0.0076999599912889
familiar 0.013554440092356
local 0.015342633592128
tell 0.0074771059361229
main 0.0069749977128223
fault 0.011046884352774
lot 0.018774461943596
veri 0.0071530687210965
quickli 0.0089268854245512
seriou 0.011612737502234
stress 0.012182979360121
look 0.004272863601608
unfinish 0.019691983442564
know 0.01990076713746
train 0.0094541914001629
ey 0.0092694765458281
significantli 0.032953856486011
sub 0.011792713973769
standard 0.013710411189096
relat 0.00672668518339
steel 0.048731917440483
insid 0.0065773532029731
concret 0.020380105824761
join 0.014535129523462
togeth 0.022350655989994
mostli 0.022093768705548
felt 0.0083976823026755
fine 0.010190052912381
suspect 0.0047475885775697
collaps 0.014535129523462
absolut 0.010559738932233
catastroph 0.031112703752906
place 0.013420258318929
manner 0.015054243653152
ha -0.0023412062793372
lead 0.005182627103117
ask 0.0050994112202493
stricter 0.024556174183335
code 0.065907712972022
enforc 0.01950176797947
commun 0.021066288089331
ahmedabad 0.022093768705548
known 0.0059133461866976
risk 0.0092694765458281
happen 0.017792020472099
pretti 0.010760294770268
stringent 0.020701394223096
thei -0.0078029980648221
particularli 0.01112234472197
situat 0.007968848503643
rapid 0.016142506559482
actual 0.017304632625245
larg 0.0069516835278445
wave 0.0093606186033834
immigr 0.011612737502234
labor 0.012991834302619
simpli 0.010625325363854
work 0.0073637936357332
rudimentari 0.024556174183335
simpl 0.041620917942391
hand 0.0053258621716092
carri 0.005239221425678
poor 0.012864228533598
circumst 0.011886286770549
privat 0.0098028667468759
develop 0.0077873198215406
realli 0.0068826562801297
respons 0.0047600090221491
sure 0.014434155927307
properli 0.070913677097478
laid 0.014224809344155
joint 0.023964847044172
sai -0.0015620733749607
supervis 0.015556351876453
natur 0.010829777673061
expertis 0.017259888072178
built 0.011886286770549
workforc 0.019691983442564
care 0.009094001385917
attent 0.0095019305301832
paid 0.012081268704425
process 0.0073970544351889
probabl 0.028221279249624
present 0.009699660132117
everydai 0.016476928243005
technolog 0.030927017175833
peopl -0.0020623916721025
incred 0.014224809344155
sad 0.013261873043447
thi -0.0016169447472621
disast 0.0080000377928263
futur 0.015008401669396
lesson 0.014414518892472
enorm 0.012741101095664
attempt 0.0074771059361229
rebuild 0.026523746086894
term 0.0055994114399239
hope 0.017309733887239
easili 0.012622148282766
talk 0.0050857317801943
smaller 0.012741101095664
closer 0.012622148282766
simpler 0.024556174183335
techniqu 0.036538597705421
bind 0.018909023613391
wall 0.017692440896648
brick 0.029655585403585
overlap 0.024556174183335
think 0.0051453223123712
sort 0.017613145772059
dissemin 0.037818047226782
essenti 0.014414518892472
hous 0.0018084290905032
awar 0.014224809344155
transform 0.017728419274369
littl 0.0057777245921914
bit 0.010692161135681
job 0.0071182327813144
mean 0.0069285232329976
builder 0.018269298852711
hopefulli 0.030592647807967
legal 0.0088462204483242
reinforc 0.01404483287262
citi 0.0037227138146252
ngo 0.019691983442564
activist 0.01404483287262
rural 0.015556351876453
reconstruct 0.016846614262857
themselv 0.0088462204483242
try 0.0039920119957359
success 0.0095019305301832
improv 0.0091370543423795
abil 0.011982423522086
stand 0.0069055148100287
prevent 0.009699660132117
damag 0.0049125883622885
