455
Term TF-IDF
strong 0.0046333198110524
aftershock 0.030701285965491
sundai 0.016650885840664
rescuer 0.022469084709981
flee 0.014229931984866
search 0.0069167456033811
survivor 0.016532007295243
earthquak 0.0031181973983833
believ 0.0019789788133722
kill 0.0020299694270738
peopl -0.002153046251096
thei -0.004887592194449
quickli 0.005591565595598
resum 0.0076967078698552
desper 0.0070644395787524
hunt 0.031057351555612
hundr 0.016479522310746
sniffer 0.0094295811893371
dog 0.013566974227791
shovel 0.018308994717338
bare 0.013566974227791
hand 0.010007938805991
worker 0.013872304553656
rescu 0.012572880338369
man 0.0027037113108941
trap 0.0053270300302137
hour 0.004007626001487
slab 0.017594625796469
concret 0.019148341187001
reviv 0.0090288744711087
dwindl 0.010111240372422
hope 0.002710590196628
quak 0.022061372845045
trigger 0.0076310969618339
landslid 0.017418466915787
colina 0.046449245108765
neighborhood 0.01098329657987
capit 0.017340380692069
drawn 0.0090288744711087
tap 0.010552274867944
dug 0.0081377423653764
reach 0.007217245571774
sergio 0.010811138682573
moreno 0.020222480744845
late 0.0073434438393891
red 0.015458566761053
cross 0.025242859404004
volunt 0.0073866450165367
lucio 0.013857939476243
castellano 0.013857939476243
suffer 0.010141370373721
dehydr 0.012966807370511
cut 0.0083725689733795
leg 0.0066554235795571
wa -0.034176164360726
condit 0.003956071672494
onli 0.0046124861234813
engulf 0.011104614270759
death 0.0082359339978616
toll 0.010433128918533
rose 0.007567388089585
saturdai 0.0070653864809683
magnitud 0.016330029001329
presid -0.0012376529743696
francisco 0.0073866450165367
flore 0.017175679951175
ask 0.0063882733967958
colombia 0.019162427747848
coffin 0.017380163536383
overwhelm 0.0081377423653764
offici -0.00046336398758749
buri 0.016963564307959
victim 0.0043111143732681
common 0.014439286046357
grave 0.016613775021461
strongest 0.010111240372422
led 0.0042968890666623
scale 0.0082206881411629
dig 0.018420771579294
dirt 0.0064197191172415
crash 0.0045681949811483
mountainsid 0.011104614270759
morn 0.0039080303674116
know 0.0017807593827868
anyth 0.004859379998832
gladi 0.015381339873078
carman 0.015381339873078
daughter 0.0061076965649989
cell 0.0079061807925021
phone 0.0056696022735253
mother 0.0051528555870178
ground 0.0046666204814274
shake 0.0076967078698552
measur 0.0054916482899348
caus 0.0039682478930998
hillsid 0.016793212360012
collaps 0.0091044217894215
afternoon 0.011501024209128
panic 0.0090288744711087
injur 0.0062864401691846
return 0.002629431355766
gruesom 0.013857939476243
work 0.0030749907489875
bodi 0.0065905917382676
unit 0.0017403153848847
state -0.00178360209137
mexico 0.019603239240761
snif 0.012966807370511
live 0.0056619016478054
dead 0.0096862454158627
blind 0.010811138682573
sun 0.0080578134770888
look 0.0026764090691391
friend 0.010061448092036
thi -0.0010128115449883
wait 0.0046168567962631
frustrat 0.01403009737354
juan 0.017380163536383
jose 0.017380163536383
lopez 0.010552274867944
try 0.0025004910302961
