31
Term TF-IDF
western 0.057710435142232
india 0.050057170018848
wednesdai 0.037070479429153
rescu 0.046134359306113
worker 0.05090240783801
pull 0.060469214930559
survivor 0.12132360192476
fridai 0.027697583549172
earthquak 0.045767090847238
bulldoz 0.10841688653304
break 0.061842105718263
wall 0.081328155734593
wreak 0.1903192694704
build 0.031297778129674
offici -0.0068009875597519
worri 0.094776342958199
machin 0.11713592942788
explos 0.027009752275985
debri 0.098298900763522
seal 0.13436439671595
fate 0.11200481024627
ani 0.025481277940451
trap 0.078187053669265
rubbl 0.070006319514461
confirm 0.06612095973782
death 0.040294085688463
toll 0.076565704160204
stand 0.063486184543812
anoth 0.037918185379599
injur 0.046134359306113
