30
Term TF-IDF
convict 0.041637221878078
broke 0.072607602554852
texa 0.038985467488013
prison 0.027839827940532
month 0.035102967788134
allegedli 0.12468043680764
gun 0.079446304180311
policeman 0.14301531470495
christma 0.092146771255111
ev 0.091194325506976
captur 0.08558976144691
peacefulli 0.12468043680764
mondai 0.035719453876006
foothil 0.17355833910075
commun 0.066709912282883
south 0.060557536398617
denver 0.12598779391275
author 0.033987462578316
anoth 0.039182124892253
inmat 0.071549312611033
kill 0.015393934821977
barricad 0.12876718087738
mobil 0.13693792947848
home 0.022832053199117
teller 0.16841998310651
counti 0.10424362104476
sheriff 0.13693792947848
offic 0.016926203591603
whereabout 0.12734852706342
unknown 0.11032100627122
