24
Term TF-IDF
ivori 0.068610479532272
coast 0.057724230660939
opposit 0.02472004934249
figur 0.095751219852424
alassan 0.14591675336601
ouattara 0.15425126378643
ha -0.027801824567129
appeal 0.092474422880795
calm 0.13586833433197
bar 0.11703562084267
compet 0.17608003833378
presidenti 0.049975707824586
elect 0.00065195378256912
thi -0.019201218873737
month 0.043878709735168
wa -0.064792311600543
shock 0.1320778435734
decis 0.05652510713802
plead 0.12170717493104
hi -0.043036487015622
support 0.024996446154808
resist 0.14346506586505
violenc 0.072759842258499
