179
Term TF-IDF
mcalest 0.058175979586844
okla 0.035225488612797
inmat 0.047966019627508
histori 0.012123999468985
escap 0.055354260721781
includ 0.0056399342198924
man 0.0068725622707085
rape 0.074305479633336
murder 0.044275991322252
neighbor 0.04045042732257
fled 0.013836430531852
state -0.0068006057394413
prison 0.018663571803709
earli 0.0090425267525706
mondai 0.00598650064961
discov 0.018489554123669
cell 0.040193433079201
maximum 0.036703213134595
secur 0.0092380521739004
wing 0.028226812811147
oklahoma 0.044178627983544
penitentiari 0.032960320411075
jerri 0.023608496759837
massi 0.13117107679488
spokesman 0.0082293670565297
depart 0.0072331126681251
correct 0.0200967165396
identifi 0.012493495572362
convict 0.020934916028084
jame 0.01586383552453
robert 0.026090173722218
thoma 0.081144442732159
willi 0.031353157995144
lee 0.045296878917141
hoffman 0.077105268761769
consid 0.011068322935395
danger 0.012168871936567
wa -0.05212342385742
evid 0.0098737487452291
thei -0.024847535737143
arm 0.010025156174155
suspect 0.0075590097464099
steal 0.019736166142184
car 0.011611892270517
area 0.021477350963872
late 0.0093331478964303
morn 0.0099338202076663
sterl 0.032960320411075
taylor 0.062706315990287
dispatch 0.019397481104103
pittsburg 0.035225488612797
counti 0.052412993821386
sheriff 0.022950490974047
offic 0.0056735877960681
road 0.014411558851698
know 0.0045265112802682
wai 0.0087140728777528
head 0.0076787270171132
jessi 0.035225488612797
hire 0.025215659175769
mow 0.035225488612797
lawn 0.030106545976628
slai 0.047216993519674
sentenc 0.016774764435278
life 0.0095544279975199
chanc 0.012493495572362
parol 0.019736166142184
plu 0.022361884741322
serv 0.0056399342198924
kidnap 0.018489554123669
charg 0.014503531495642
known 0.0094151042637364
unit 0.0044237067045951
open 0.0038774348593778
septemb 0.014903778223264
preliminari 0.021115272722807
investig 0.0027945669987384
indic 0.013540774657806
remov 0.013426758615173
toilet 0.032960320411075
access 0.016812992154672
mainten 0.02028611068304
crawl 0.051403512507846
space 0.021581091767159
spokeswoman 0.019564257434548
mann 0.054961654754981
air 0.007905102421614
duct 0.029087989793422
roof 0.019736166142184
final 0.0071775242276046
reach 0.0091727562434558
ground 0.01186207999469
climb 0.021581091767159
fenc 0.054961654754981
attempt 0.011904889339637
caught 0.017242942105153
author 0.011392445556977
jail 0.032448771843894
broke 0.012168871936567
payn 0.035225488612797
privat 0.015607916328825
cush 0.035225488612797
texa 0.0065338772326279
search 0.0087908358925654
dec 0.016917417478762
connal 0.019913533171874
mile 0.0089404857024181
southeast 0.018925093461488
san 0.011819596199242
antonio 0.02028611068304
sinc 0.0045150515999858
christma 0.015443592947784
ev 0.015283965168767
dalla 0.016917417478762
polic 0.0037064546969416
